po_id,po_date,supplier_id,part_id,warehouse,quantity_ordered,quantity_received,unit_cost,expected_delivery_date,actual_delivery_date,order_status,quantity_shortage,delivery_delay_days,order_value
PO00220,2025-08-21,S026,P041,Chennai,590,299,58000.0,2025-09-08,2025-09-17,Late + Partial,291,9,34220000.0
PO00221,2026-06-19,S009,P019,Hosur,1776,1776,3500.0,2026-07-10,2026-07-12,Delivered,0,2,6216000.0
PO00222,2025-11-20,S014,P028,Chengalpattu,1691,1437,7000.0,2025-12-05,2025-12-05,Partial,254,0,11837000.0
PO00223,2025-03-04,S007,P013,Coimbatore,360,336,31000.0,2025-03-30,2025-03-30,Partial,24,0,11160000.0
PO00224,2025-05-24,S002,P006,Hosur,1542,1542,9000.0,2025-06-11,2025-06-11,Delivered,0,0,13878000.0
PO00225,2026-08-10,S001,P006,Coimbatore,332,332,8500.0,2026-08-25,2026-09-05,Late,0,11,2822000.0
PO00226,2025-11-04,S014,P029,Hosur,273,273,250.0,2025-11-18,2025-11-19,Delivered,0,1,68250.0
PO00227,2025-09-22,S001,P006,Chengalpattu,367,367,8500.0,2025-10-07,2025-10-08,Delivered,0,1,3119500.0
PO00228,2025-09-21,S014,P027,Coimbatore,182,182,3500.0,2025-10-05,2025-10-19,Late,0,14,637000.0
PO00229,2025-07-30,S009,P017,Chennai,664,664,8200.0,2025-08-20,2025-08-20,Delivered,0,0,5444800.0
PO00230,2026-08-20,S001,P008,Hosur,1407,853,1800.0,2026-09-04,2026-09-06,Partial,554,2,2532600.0
PO00231,2026-03-31,S014,P026,Chennai,1406,1406,4500.0,2026-04-14,2026-04-28,Late,0,14,6327000.0
PO00232,2025-07-05,S013,P021,Hosur,1328,1328,22000.0,2025-07-25,2025-07-24,Delivered,0,-1,29216000.0
PO00233,2026-06-19,S016,P028,Chennai,1002,1002,8000.0,2026-07-11,2026-07-12,Delivered,0,1,8016000.0
PO00234,2026-08-12,S020,P035,Hosur,515,515,8500.0,2026-09-01,2026-09-03,Delivered,0,2,4377500.0
PO00235,2026-03-18,S002,P004,Chennai,137,137,19500.0,2026-04-07,2026-04-06,Delivered,0,-1,2671500.0
PO00236,2026-04-10,S021,P035,Chennai,1210,1210,9500.0,2026-05-04,2026-05-05,Delivered,0,1,11495000.0
PO00237,2025-09-16,S023,P040,Coimbatore,1605,1325,3500.0,2025-10-04,2025-10-03,Partial,280,-1,5617500.0
PO00238,2026-07-06,S002,P008,Coimbatore,1803,1803,1950.0,2026-07-25,2026-07-25,Delivered,0,0,3515850.0
PO00239,2026-04-29,S007,P014,Chengalpattu,207,207,20000.0,2026-05-24,2026-05-25,Delivered,0,1,4140000.0
PO00240,2026-08-21,S015,P026,Chengalpattu,1297,1297,5000.0,2026-09-08,2026-09-14,Late,0,6,6485000.0
PO00241,2025-12-26,S011,P024,Hosur,1128,1128,900.0,2026-01-07,2026-01-08,Delivered,0,1,1015200.0
PO00242,2026-07-25,S017,P032,Chengalpattu,1072,1072,4500.0,2026-08-06,2026-08-06,Delivered,0,0,4824000.0
PO00243,2025-06-18,S001,P010,Chengalpattu,895,895,4200.0,2025-07-03,2025-07-09,Late,0,6,3759000.0
PO00244,2025-06-20,S002,P007,Coimbatore,1062,1062,3500.0,2025-07-08,2025-07-07,Delivered,0,-1,3717000.0
PO00245,2026-05-24,S009,P019,Hosur,287,287,3500.0,2026-06-14,2026-06-21,Late,0,7,1004500.0
PO00246,2025-03-15,S016,P028,Coimbatore,925,925,8000.0,2025-04-06,2025-04-08,Delivered,0,2,7400000.0
PO00247,2026-02-19,S001,P004,Hosur,493,493,18000.0,2026-03-08,2026-03-06,Delivered,0,-2,8874000.0
PO00248,2025-01-03,S020,P037,Hosur,1694,1694,12000.0,2025-01-23,2025-01-23,Delivered,0,0,20328000.0
PO00249,2026-03-12,S008,P017,Hosur,853,853,7500.0,2026-03-29,2026-03-29,Delivered,0,0,6397500.0
PO00250,2026-07-27,S016,P028,Chengalpattu,219,219,8000.0,2026-08-18,2026-08-16,Delivered,0,-2,1752000.0
PO00251,2025-12-10,S025,P043,Chengalpattu,1153,1153,8500.0,2025-12-22,2026-01-02,Late,0,11,9800500.0
PO00252,2025-01-16,S025,P044,Hosur,1513,1513,14000.0,2025-01-29,2025-01-30,Delivered,0,1,21182000.0
PO00253,2025-06-27,S002,P006,Chennai,1786,1254,9000.0,2025-07-15,2025-07-16,Partial,532,1,16074000.0
PO00254,2025-02-25,S022,P037,Chennai,719,719,13500.0,2025-03-24,2025-03-26,Delivered,0,2,9706500.0
PO00255,2025-05-10,S019,P032,Chengalpattu,756,756,5000.0,2025-05-26,2025-06-05,Late,0,10,3780000.0
PO00256,2025-04-20,S006,P012,Chennai,1581,1581,15000.0,2025-05-12,2025-05-10,Delivered,0,-2,23715000.0
PO00257,2026-01-30,S012,P022,Chennai,965,787,5000.0,2026-02-15,2026-02-19,Late + Partial,178,4,4825000.0
PO00258,2026-06-29,S007,P014,Chengalpattu,487,487,20000.0,2026-07-24,2026-07-25,Delivered,0,1,9740000.0
PO00259,2025-09-23,S013,P024,Coimbatore,902,853,1100.0,2025-10-12,2025-10-11,Partial,49,-1,992200.0
PO00260,2025-10-16,S011,P024,Chennai,1632,1632,900.0,2025-10-28,2025-10-29,Delivered,0,1,1468800.0
PO00261,2026-08-13,S018,P030,Hosur,362,362,9000.0,2026-08-30,2026-08-31,Delivered,0,1,3258000.0
PO00262,2026-07-13,S019,P030,Coimbatore,890,890,8000.0,2026-07-28,2026-07-28,Delivered,0,0,7120000.0
PO00263,2025-12-28,S016,P028,Hosur,480,480,8000.0,2026-01-19,2026-01-19,Delivered,0,0,3840000.0
PO00264,2025-12-18,S002,P007,Coimbatore,1135,1135,3500.0,2026-01-05,2026-01-12,Late,0,7,3972500.0
PO00265,2025-01-19,S021,P036,Hosur,1163,1071,7000.0,2025-02-12,2025-02-11,Partial,92,-1,8141000.0
PO00266,2025-10-20,S001,P009,Chennai,1208,1208,6500.0,2025-11-05,2025-11-07,Delivered,0,2,7852000.0
PO00267,2025-10-18,S022,P037,Coimbatore,1472,1472,13500.0,2025-11-14,2025-11-15,Delivered,0,1,19872000.0
PO00268,2025-06-20,S012,P022,Hosur,1233,1233,5000.0,2025-07-06,2025-07-18,Late,0,12,6165000.0
PO00269,2026-02-10,S009,P018,Coimbatore,1478,1478,17500.0,2026-03-04,2026-03-03,Delivered,0,-1,25865000.0
PO00270,2025-04-28,S023,P039,Chennai,1775,1775,1800.0,2025-05-16,2025-05-24,Late,0,8,3195000.0
PO00271,2025-09-26,S002,P007,Coimbatore,890,890,3500.0,2025-10-14,2025-10-13,Delivered,0,-1,3115000.0
PO00272,2025-02-26,S005,P013,Chennai,1986,1986,28000.0,2025-03-18,2025-03-19,Delivered,0,1,55608000.0
PO00273,2025-01-08,S017,P032,Chennai,186,161,4500.0,2025-01-20,2025-02-01,Late + Partial,25,12,837000.0
PO00274,2025-01-22,S011,P022,Chengalpattu,1745,1745,4500.0,2025-02-03,2025-02-09,Late,0,6,7852500.0
PO00275,2026-06-13,S021,P034,Hosur,185,185,18000.0,2026-07-07,2026-07-18,Late,0,11,3330000.0
PO00276,2025-10-08,S002,P003,Chengalpattu,1912,1912,3400.0,2025-10-26,2025-10-24,Delivered,0,-2,6500800.0
PO00277,2025-11-30,S013,P021,Coimbatore,1927,1927,22000.0,2025-12-20,2025-12-24,Late,0,4,42394000.0
PO00278,2025-03-29,S001,P003,Chengalpattu,558,558,3200.0,2025-04-13,2025-04-20,Late,0,7,1785600.0
PO00279,2025-08-16,S011,P023,Chengalpattu,1001,1001,3500.0,2025-08-28,2025-09-06,Late,0,9,3503500.0
PO00280,2026-08-15,S015,P025,Chennai,175,117,13500.0,2026-09-02,2026-09-10,Late + Partial,58,8,2362500.0
PO00281,2025-03-19,S002,P005,Coimbatore,1770,1770,16500.0,2025-04-07,2025-04-09,Delivered,0,2,29205000.0
PO00282,2026-03-18,S020,P034,Chengalpattu,927,927,16000.0,2026-04-07,2026-04-09,Delivered,0,2,14832000.0
PO00283,2026-01-26,S004,P002,Hosur,1420,1420,4500.0,2026-02-17,2026-02-18,Delivered,0,1,6390000.0
PO00284,2025-12-23,S024,P038,Hosur,856,856,10500.0,2026-01-15,2026-01-16,Delivered,0,1,8988000.0
PO00285,2026-08-15,S002,P003,Chengalpattu,1247,1247,3400.0,2026-09-02,2026-09-01,Delivered,0,-1,4239800.0
PO00286,2026-03-26,S026,P041,Chengalpattu,1931,1931,58000.0,2026-04-13,2026-04-11,Delivered,0,-2,111998000.0
PO00287,2025-12-06,S021,P034,Hosur,1961,1961,18000.0,2025-12-30,2026-01-12,Late,0,13,35298000.0
PO00288,2025-09-04,S023,P038,Coimbatore,1978,1978,9500.0,2025-09-22,2025-09-25,Late,0,3,18791000.0
PO00289,2026-04-13,S026,P043,Coimbatore,1759,1759,9500.0,2026-05-01,2026-05-03,Delivered,0,2,16710500.0
PO00290,2025-10-14,S015,P029,Chennai,879,879,280.0,2025-11-01,2025-11-02,Delivered,0,1,246120.0
PO00291,2025-04-01,S009,P018,Coimbatore,438,438,17500.0,2025-04-23,2025-04-21,Delivered,0,-2,7665000.0
PO00292,2026-03-28,S016,P028,Hosur,855,855,8000.0,2026-04-19,2026-04-30,Late,0,11,6840000.0
PO00293,2025-11-30,S008,P016,Chengalpattu,647,384,28000.0,2025-12-18,2025-12-26,Late + Partial,263,8,18116000.0
PO00294,2026-08-19,S023,P039,Chengalpattu,834,464,1800.0,2026-09-06,2026-09-11,Late + Partial,370,5,1501200.0
PO00295,2026-06-22,S009,P018,Coimbatore,1815,1815,17500.0,2026-07-14,2026-07-16,Delivered,0,2,31762500.0
PO00296,2026-03-31,S002,P003,Hosur,1157,1157,3400.0,2026-04-18,2026-04-17,Delivered,0,-1,3933800.0
PO00297,2026-05-05,S024,P038,Coimbatore,424,424,10500.0,2026-05-28,2026-05-29,Delivered,0,1,4452000.0
PO00298,2025-12-13,S025,P044,Hosur,911,911,14000.0,2025-12-26,2025-12-24,Delivered,0,-2,12754000.0
PO00299,2026-07-08,S008,P017,Chengalpattu,614,614,7500.0,2026-07-25,2026-07-23,Delivered,0,-2,4605000.0
PO00300,2026-07-01,S021,P034,Chengalpattu,1546,1546,18000.0,2026-07-25,2026-07-24,Delivered,0,-1,27828000.0
PO00301,2026-06-04,S002,P005,Coimbatore,1729,1729,16500.0,2026-06-23,2026-06-22,Delivered,0,-1,28528500.0
PO00302,2026-08-01,S017,P031,Chennai,195,195,8500.0,2026-08-11,2026-08-09,Delivered,0,-2,1657500.0
PO00303,2026-04-27,S019,P031,Coimbatore,1996,1996,9500.0,2026-05-12,2026-05-11,Delivered,0,-1,18962000.0
PO00304,2025-03-06,S001,P008,Coimbatore,456,456,1800.0,2025-03-21,2025-03-22,Delivered,0,1,820800.0
PO00305,2026-05-11,S026,P042,Coimbatore,1379,1166,13500.0,2026-05-29,2026-06-04,Late + Partial,213,6,18616500.0
PO00306,2025-11-12,S023,P039,Hosur,711,711,1800.0,2025-11-30,2025-11-28,Delivered,0,-2,1279800.0
PO00307,2026-02-26,S020,P036,Coimbatore,1777,1777,6000.0,2026-03-18,2026-03-17,Delivered,0,-1,10662000.0
PO00308,2026-01-25,S006,P011,Coimbatore,1272,1070,45000.0,2026-02-18,2026-02-17,Partial,202,-1,57240000.0
PO00309,2026-01-31,S002,P006,Chennai,1875,1875,9000.0,2026-02-18,2026-02-20,Delivered,0,2,16875000.0
PO00310,2026-06-15,S007,P011,Chengalpattu,1957,1957,48000.0,2026-07-13,2026-07-11,Delivered,0,-2,93936000.0
PO00311,2025-02-10,S013,P024,Hosur,1874,1279,1100.0,2025-03-01,2025-03-14,Late + Partial,595,13,2061400.0
PO00312,2025-05-21,S022,P037,Chennai,819,819,13500.0,2025-06-17,2025-06-17,Delivered,0,0,11056500.0
PO00313,2025-10-25,S006,P012,Hosur,1015,1015,15000.0,2025-11-16,2025-11-17,Delivered,0,1,15225000.0
PO00314,2026-02-16,S011,P024,Hosur,349,349,900.0,2026-02-28,2026-02-26,Delivered,0,-2,314100.0
PO00315,2026-06-20,S026,P044,Chennai,1757,1757,15500.0,2026-07-09,2026-07-10,Delivered,0,1,27233500.0
PO00316,2026-07-26,S018,P030,Chennai,1307,1307,9000.0,2026-08-12,2026-08-10,Delivered,0,-2,11763000.0
PO00317,2025-04-11,S020,P036,Coimbatore,1590,1590,6000.0,2025-05-01,2025-05-08,Late,0,7,9540000.0
PO00318,2026-03-27,S026,P045,Chengalpattu,1466,1466,11500.0,2026-04-14,2026-04-16,Delivered,0,2,16859000.0
PO00319,2025-11-20,S020,P035,Coimbatore,890,890,8500.0,2025-12-10,2025-12-18,Late,0,8,7565000.0
PO00320,2026-06-20,S019,P031,Chengalpattu,1608,1121,9500.0,2026-07-05,2026-07-08,Partial,487,3,15276000.0
PO00321,2026-02-05,S005,P014,Coimbatore,340,340,18000.0,2026-02-25,2026-02-27,Delivered,0,2,6120000.0
PO00322,2025-04-29,S005,P013,Hosur,464,351,28000.0,2025-05-19,2025-05-31,Late + Partial,113,12,12992000.0
PO00323,2025-09-14,S002,P004,Chengalpattu,1053,728,19500.0,2025-10-04,2025-10-03,Partial,325,-1,20533500.0
PO00324,2026-04-10,S008,P018,Chennai,713,713,16000.0,2026-04-28,2026-04-26,Delivered,0,-2,11408000.0
PO00325,2026-05-02,S020,P036,Chennai,1651,1349,6000.0,2026-05-22,2026-06-03,Late + Partial,302,12,9906000.0
PO00326,2025-01-05,S002,P001,Chennai,456,456,88000.0,2025-01-23,2025-01-22,Delivered,0,-1,40128000.0
PO00327,2026-07-02,S023,P038,Chengalpattu,233,233,9500.0,2026-07-20,2026-07-20,Delivered,0,0,2213500.0
PO00328,2025-05-18,S002,P004,Hosur,454,454,19500.0,2025-06-07,2025-06-07,Delivered,0,0,8853000.0
PO00329,2025-04-25,S007,P011,Chengalpattu,1599,1599,48000.0,2025-05-23,2025-05-25,Delivered,0,2,76752000.0
PO00330,2026-08-17,S012,P021,Chennai,592,592,20000.0,2026-09-02,2026-09-03,Delivered,0,1,11840000.0
PO00331,2025-08-10,S016,P025,Coimbatore,1160,1160,14500.0,2025-09-01,2025-09-02,Delivered,0,1,16820000.0
PO00332,2025-08-30,S017,P032,Chennai,379,379,4500.0,2025-09-11,2025-09-15,Late,0,4,1705500.0
PO00333,2026-07-01,S023,P038,Chengalpattu,922,843,9500.0,2026-07-19,2026-07-22,Partial,79,3,8759000.0
PO00334,2025-06-06,S021,P035,Chengalpattu,1812,1812,9500.0,2025-06-30,2025-06-29,Delivered,0,-1,17214000.0
PO00335,2026-04-15,S009,P018,Hosur,910,910,17500.0,2026-05-07,2026-05-09,Delivered,0,2,15925000.0
PO00336,2026-07-25,S002,P007,Chennai,205,144,3500.0,2026-08-12,2026-08-13,Partial,61,1,717500.0
PO00337,2026-05-04,S015,P029,Chennai,1566,1566,280.0,2026-05-22,2026-06-02,Late,0,11,438480.0
PO00338,2026-07-15,S006,P011,Chengalpattu,467,467,45000.0,2026-08-08,2026-08-08,Delivered,0,0,21015000.0
PO00339,2026-05-24,S010,P016,Chennai,350,322,32000.0,2026-06-18,2026-06-19,Partial,28,1,11200000.0
PO00340,2025-10-16,S001,P004,Chengalpattu,1567,1567,18000.0,2025-11-02,2025-11-03,Delivered,0,1,28206000.0
PO00341,2025-11-20,S026,P042,Coimbatore,1774,1774,13500.0,2025-12-08,2025-12-07,Delivered,0,-1,23949000.0
PO00342,2025-02-06,S014,P025,Hosur,1142,1142,12000.0,2025-02-20,2025-02-19,Delivered,0,-1,13704000.0
PO00343,2026-02-01,S020,P034,Hosur,1872,1872,16000.0,2026-02-21,2026-02-25,Late,0,4,29952000.0
PO00344,2026-06-08,S005,P013,Chengalpattu,316,316,28000.0,2026-06-28,2026-07-07,Late,0,9,8848000.0
PO00345,2025-01-12,S001,P007,Coimbatore,1245,1245,3200.0,2025-01-27,2025-02-09,Late,0,13,3984000.0
PO00346,2025-08-03,S026,P043,Chengalpattu,832,832,9500.0,2025-08-21,2025-08-21,Delivered,0,0,7904000.0
PO00347,2026-03-27,S016,P027,Chengalpattu,1111,1111,4000.0,2026-04-17,2026-04-19,Delivered,0,2,4444000.0
PO00348,2025-06-12,S001,P008,Chennai,1735,1735,1800.0,2025-06-27,2025-06-27,Delivered,0,0,3123000.0
PO00349,2026-04-04,S025,P045,Chennai,882,882,10000.0,2026-04-16,2026-04-16,Delivered,0,0,8820000.0
PO00350,2025-07-13,S016,P025,Coimbatore,942,942,14500.0,2025-08-04,2025-08-11,Late,0,7,13659000.0
PO00351,2026-03-10,S001,P009,Hosur,1225,1225,6500.0,2026-03-26,2026-03-28,Delivered,0,2,7962500.0
PO00352,2025-01-19,S025,P042,Chennai,875,875,12000.0,2025-01-31,2025-01-29,Delivered,0,-2,10500000.0
PO00353,2025-05-31,S017,P032,Coimbatore,530,530,4500.0,2025-06-12,2025-06-26,Late,0,14,2385000.0
PO00354,2026-08-10,S025,P045,Chengalpattu,1941,1711,10000.0,2026-08-22,2026-08-24,Partial,230,2,19410000.0
PO00355,2025-05-19,S007,P011,Chengalpattu,1780,1780,48000.0,2025-06-16,2025-06-16,Delivered,0,0,85440000.0
PO00356,2026-02-03,S001,P004,Hosur,1545,1545,18000.0,2026-02-20,2026-03-05,Late,0,13,27810000.0
PO00357,2025-05-03,S026,P042,Chengalpattu,1434,1434,13500.0,2025-05-21,2025-05-20,Delivered,0,-1,19359000.0
PO00358,2025-01-26,S014,P029,Hosur,1657,1657,250.0,2025-02-09,2025-02-10,Delivered,0,1,414250.0
PO00359,2026-02-12,S002,P009,Chennai,174,174,7000.0,2026-03-04,2026-03-02,Delivered,0,-2,1218000.0
PO00360,2026-01-13,S014,P025,Coimbatore,671,671,12000.0,2026-01-27,2026-01-29,Delivered,0,2,8052000.0
PO00361,2025-09-07,S014,P025,Chennai,1866,1494,12000.0,2025-09-21,2025-09-29,Late + Partial,372,8,22392000.0
PO00362,2025-11-29,S011,P024,Coimbatore,1646,1646,900.0,2025-12-11,2025-12-14,Late,0,3,1481400.0
PO00363,2025-04-04,S008,P018,Hosur,1380,1380,16000.0,2025-04-22,2025-04-23,Delivered,0,1,22080000.0
PO00364,2026-01-27,S011,P024,Hosur,1525,1525,900.0,2026-02-08,2026-02-07,Delivered,0,-1,1372500.0
PO00365,2026-05-06,S002,P001,Chengalpattu,860,860,88000.0,2026-05-24,2026-05-26,Delivered,0,2,75680000.0
PO00366,2026-04-29,S008,P020,Hosur,312,312,1800.0,2026-05-16,2026-05-17,Delivered,0,1,561600.0
PO00367,2026-05-09,S001,P009,Chengalpattu,784,784,6500.0,2026-05-25,2026-05-26,Delivered,0,1,5096000.0
PO00368,2026-04-04,S010,P020,Coimbatore,895,895,2100.0,2026-04-28,2026-04-27,Delivered,0,-1,1879500.0
PO00369,2026-06-25,S009,P017,Coimbatore,1635,1635,8200.0,2026-07-16,2026-07-18,Delivered,0,2,13407000.0
PO00370,2025-04-10,S024,P039,Chengalpattu,556,556,2100.0,2025-05-03,2025-05-05,Delivered,0,2,1167600.0
PO00371,2025-08-04,S002,P001,Coimbatore,212,212,88000.0,2025-08-22,2025-09-04,Late,0,13,18656000.0
PO00372,2025-02-11,S021,P036,Hosur,1734,1734,7000.0,2025-03-07,2025-03-06,Delivered,0,-1,12138000.0
PO00373,2026-03-20,S015,P026,Chengalpattu,1945,1945,5000.0,2026-04-07,2026-04-08,Delivered,0,1,9725000.0
PO00374,2026-05-12,S002,P008,Hosur,1349,1203,1950.0,2026-05-31,2026-06-06,Late + Partial,146,6,2630550.0
PO00375,2026-08-18,S025,P043,Chengalpattu,1474,1116,8500.0,2026-08-30,2026-09-01,Partial,358,2,12529000.0
PO00376,2025-10-29,S021,P034,Chennai,737,737,18000.0,2025-11-22,2025-12-06,Late,0,14,13266000.0
PO00377,2025-01-30,S025,P042,Chennai,284,284,12000.0,2025-02-11,2025-02-23,Late,0,12,3408000.0
PO00378,2025-11-23,S002,P004,Chengalpattu,1167,1167,19500.0,2025-12-13,2025-12-17,Late,0,4,22756500.0
PO00379,2025-09-28,S021,P036,Chennai,810,810,7000.0,2025-10-22,2025-10-22,Delivered,0,0,5670000.0
PO00380,2026-04-12,S024,P038,Hosur,1857,1857,10500.0,2026-05-05,2026-05-04,Delivered,0,-1,19498500.0
PO00381,2026-04-01,S018,P030,Chengalpattu,124,93,9000.0,2026-04-18,2026-04-17,Partial,31,-1,1116000.0
PO00382,2025-05-15,S013,P021,Coimbatore,1311,1311,22000.0,2025-06-04,2025-06-06,Delivered,0,2,28842000.0
PO00383,2026-07-27,S005,P012,Chengalpattu,1969,1969,14000.0,2026-08-14,2026-08-14,Delivered,0,0,27566000.0
PO00384,2025-04-16,S024,P039,Coimbatore,1383,1383,2100.0,2025-05-09,2025-05-07,Delivered,0,-2,2904300.0
PO00385,2025-06-07,S019,P032,Hosur,1597,1597,5000.0,2025-06-23,2025-06-21,Delivered,0,-2,7985000.0
PO00386,2026-06-12,S012,P023,Coimbatore,656,656,3800.0,2026-06-28,2026-07-10,Late,0,12,2492800.0
PO00387,2026-05-29,S008,P016,Chengalpattu,100,100,28000.0,2026-06-16,2026-06-17,Delivered,0,1,2800000.0
PO00388,2026-05-25,S001,P006,Chennai,983,983,8500.0,2026-06-09,2026-06-11,Delivered,0,2,8355500.0
PO00389,2025-05-12,S019,P032,Hosur,1275,1275,5000.0,2025-05-28,2025-06-04,Late,0,7,6375000.0
PO00390,2026-07-12,S021,P034,Chennai,1396,1049,18000.0,2026-08-05,2026-08-07,Partial,347,2,25128000.0
PO00391,2026-05-04,S008,P017,Coimbatore,577,577,7500.0,2026-05-21,2026-05-31,Late,0,10,4327500.0
PO00392,2025-06-14,S017,P032,Chennai,318,318,4500.0,2025-06-26,2025-06-28,Delivered,0,2,1431000.0
PO00393,2025-04-15,S009,P017,Chengalpattu,1925,1925,8200.0,2025-05-06,2025-05-14,Late,0,8,15785000.0
PO00394,2025-01-06,S023,P038,Chennai,942,942,9500.0,2025-01-24,2025-01-22,Delivered,0,-2,8949000.0
PO00395,2025-01-21,S001,P004,Coimbatore,738,738,18000.0,2025-02-07,2025-02-08,Delivered,0,1,13284000.0
PO00396,2025-03-28,S021,P034,Chengalpattu,1815,1815,18000.0,2025-04-21,2025-04-19,Delivered,0,-2,32670000.0
PO00397,2025-01-25,S001,P008,Coimbatore,726,726,1800.0,2025-02-09,2025-02-07,Delivered,0,-2,1306800.0
PO00398,2025-07-14,S008,P017,Coimbatore,1197,1197,7500.0,2025-07-31,2025-08-01,Delivered,0,1,8977500.0
PO00399,2025-11-27,S015,P026,Chengalpattu,1393,1393,5000.0,2025-12-15,2025-12-14,Delivered,0,-1,6965000.0
PO00400,2025-07-22,S020,P036,Coimbatore,900,900,6000.0,2025-08-11,2025-08-20,Late,0,9,5400000.0
PO00401,2025-08-20,S001,P004,Hosur,966,966,18000.0,2025-09-06,2025-09-05,Delivered,0,-1,17388000.0
PO00402,2025-10-22,S005,P012,Chengalpattu,819,819,14000.0,2025-11-09,2025-11-09,Delivered,0,0,11466000.0
PO00403,2025-10-17,S020,P037,Chengalpattu,1953,1953,12000.0,2025-11-06,2025-11-15,Late,0,9,23436000.0
PO00404,2026-01-17,S017,P032,Hosur,315,247,4500.0,2026-01-29,2026-01-31,Partial,68,2,1417500.0
PO00405,2026-03-05,S026,P042,Coimbatore,251,251,13500.0,2026-03-23,2026-03-23,Delivered,0,0,3388500.0
PO00406,2025-01-07,S005,P012,Hosur,345,345,14000.0,2025-01-25,2025-01-27,Delivered,0,2,4830000.0
PO00407,2025-04-04,S001,P005,Hosur,1682,1682,15000.0,2025-04-20,2025-04-18,Delivered,0,-2,25230000.0
PO00408,2026-06-04,S025,P041,Coimbatore,871,871,55000.0,2026-06-16,2026-06-17,Delivered,0,1,47905000.0
PO00409,2026-07-27,S021,P035,Hosur,634,634,9500.0,2026-08-20,2026-08-23,Late,0,3,6023000.0
PO00410,2026-03-31,S008,P018,Coimbatore,404,404,16000.0,2026-04-18,2026-04-19,Delivered,0,1,6464000.0
PO00411,2026-08-13,S002,P007,Chengalpattu,135,97,3500.0,2026-08-31,2026-08-31,Partial,38,0,472500.0
PO00412,2026-02-26,S002,P003,Chennai,1694,1694,3400.0,2026-03-16,2026-03-18,Delivered,0,2,5759600.0
PO00413,2025-03-01,S014,P027,Coimbatore,1480,1123,3500.0,2025-03-15,2025-03-15,Partial,357,0,5180000.0
PO00414,2026-04-19,S008,P018,Hosur,1998,1430,16000.0,2026-05-07,2026-05-16,Late + Partial,568,9,31968000.0
PO00415,2025-11-10,S013,P021,Hosur,1424,1424,22000.0,2025-11-30,2025-12-04,Late,0,4,31328000.0
PO00416,2026-07-20,S001,P001,Hosur,977,977,85000.0,2026-08-04,2026-08-06,Delivered,0,2,83045000.0
PO00417,2025-08-24,S011,P022,Coimbatore,988,988,4500.0,2025-09-05,2025-09-06,Delivered,0,1,4446000.0
PO00418,2026-05-15,S017,P031,Chennai,910,910,8500.0,2026-05-25,2026-05-27,Delivered,0,2,7735000.0
PO00419,2025-06-26,S015,P029,Hosur,980,980,280.0,2025-07-14,2025-07-22,Late,0,8,274400.0
PO00420,2025-08-02,S010,P016,Chennai,350,350,32000.0,2025-08-27,2025-08-29,Delivered,0,2,11200000.0
PO00421,2025-05-25,S002,P001,Hosur,1125,1125,88000.0,2025-06-12,2025-06-10,Delivered,0,-2,99000000.0
PO00422,2025-04-08,S016,P027,Chengalpattu,1610,1610,4000.0,2025-04-29,2025-05-01,Delivered,0,2,6440000.0
PO00423,2025-08-16,S008,P018,Hosur,665,665,16000.0,2025-09-03,2025-09-09,Late,0,6,10640000.0
PO00424,2025-11-23,S014,P027,Chennai,573,573,3500.0,2025-12-07,2025-12-07,Delivered,0,0,2005500.0
PO00425,2025-04-26,S013,P021,Coimbatore,172,172,22000.0,2025-05-16,2025-05-18,Delivered,0,2,3784000.0
PO00426,2026-07-07,S017,P030,Chengalpattu,1305,1305,7500.0,2026-07-17,2026-07-15,Delivered,0,-2,9787500.0
PO00427,2026-03-28,S014,P026,Chengalpattu,1678,1678,4500.0,2026-04-11,2026-04-09,Delivered,0,-2,7551000.0
PO00428,2025-06-12,S008,P017,Chennai,257,257,7500.0,2025-06-29,2025-07-01,Delivered,0,2,1927500.0
PO00429,2025-07-10,S001,P005,Chennai,1310,1310,15000.0,2025-07-26,2025-07-26,Delivered,0,0,19650000.0
PO00430,2025-07-06,S011,P024,Chennai,1466,1466,900.0,2025-07-18,2025-07-17,Delivered,0,-1,1319400.0
PO00431,2026-07-26,S008,P016,Coimbatore,683,683,28000.0,2026-08-13,2026-08-11,Delivered,0,-2,19124000.0
PO00432,2026-03-01,S024,P039,Chengalpattu,1538,1538,2100.0,2026-03-24,2026-03-31,Late,0,7,3229800.0
PO00433,2025-06-30,S020,P034,Chennai,1419,1419,16000.0,2025-07-20,2025-07-22,Delivered,0,2,22704000.0
PO00434,2026-06-24,S002,P006,Chennai,1777,1777,9000.0,2026-07-12,2026-07-10,Delivered,0,-2,15993000.0
PO00435,2026-05-07,S017,P032,Chennai,859,859,4500.0,2026-05-19,2026-05-30,Late,0,11,3865500.0
PO00436,2025-09-21,S020,P034,Hosur,204,204,16000.0,2025-10-11,2025-10-11,Delivered,0,0,3264000.0
PO00437,2026-04-16,S011,P022,Hosur,1517,1517,4500.0,2026-04-28,2026-05-01,Late,0,3,6826500.0
PO00438,2025-11-21,S023,P040,Coimbatore,1300,1300,3500.0,2025-12-09,2025-12-10,Delivered,0,1,4550000.0
PO00439,2025-03-12,S001,P010,Chengalpattu,1746,1746,4200.0,2025-03-27,2025-03-27,Delivered,0,0,7333200.0
