transaction_id,transaction_date,part_id,warehouse,transaction_type,quantity,reference_id
TXN000384,2025-01-26,P002,Chennai,TRANSFER,521,TR00783
TXN000385,2026-08-07,P041,Chengalpattu,ISSUE,152,MO00720
TXN000386,2025-02-19,P031,Coimbatore,ISSUE,664,MO02579
TXN000387,2025-05-26,P006,Chengalpattu,ISSUE,915,MO01463
TXN000388,2026-04-28,P005,Chennai,RECEIPT,108,PO01250
TXN000389,2026-03-08,P016,Chennai,RECEIPT,805,PO01679
TXN000390,2026-06-07,P004,Chengalpattu,RECEIPT,650,PO00969
TXN000391,2025-09-11,P003,Chennai,ISSUE,921,MO00770
TXN000392,2026-07-08,P013,Coimbatore,ISSUE,374,MO02685
TXN000393,2025-10-07,P023,Chennai,ISSUE,700,MO02350
TXN000394,2026-07-08,P037,Chengalpattu,ISSUE,288,MO01191
TXN000395,2025-12-19,P025,Hosur,RECEIPT,676,PO01923
TXN000396,2025-03-11,P027,Chengalpattu,ISSUE,425,MO00708
TXN000397,2026-06-01,P025,Chennai,TRANSFER,428,TR00539
TXN000398,2026-07-16,P042,Chennai,RECEIPT,67,PO01014
TXN000399,2025-12-08,P008,Chennai,ISSUE,838,MO01154
TXN000400,2025-12-20,P009,Hosur,ISSUE,471,MO01822
TXN000401,2026-03-18,P041,Chengalpattu,ISSUE,548,MO02501
TXN000402,2025-11-07,P011,Chennai,ISSUE,208,MO02666
TXN000403,2025-01-12,P024,Chennai,TRANSFER,657,TR00400
TXN000404,2026-06-26,P025,Chengalpattu,ISSUE,237,MO00348
TXN000405,2025-09-05,P030,Chengalpattu,RECEIPT,364,PO00321
TXN000406,2026-02-10,P004,Chennai,RECEIPT,978,PO00456
TXN000407,2026-04-05,P040,Chengalpattu,RECEIPT,550,PO01524
TXN000408,2026-04-26,P035,Chennai,RECEIPT,663,PO00114
TXN000409,2026-03-25,P022,Hosur,ISSUE,843,MO00835
TXN000410,2025-07-15,P038,Hosur,ISSUE,466,MO00311
TXN000411,2025-05-23,P035,Coimbatore,ISSUE,342,MO01340
TXN000412,2025-08-27,P001,Chengalpattu,RECEIPT,561,PO00042
TXN000413,2025-06-07,P014,Hosur,ISSUE,216,MO01694
TXN000414,2025-01-07,P040,Hosur,RECEIPT,948,PO01550
TXN000415,2026-08-01,P035,Coimbatore,ISSUE,859,MO00130
TXN000416,2025-09-23,P016,Hosur,ADJUSTMENT,93,ADJ00793
TXN000417,2025-04-05,P029,Hosur,RECEIPT,782,PO00833
TXN000418,2026-01-16,P044,Chengalpattu,ISSUE,436,MO02947
TXN000419,2025-04-27,P020,Chennai,TRANSFER,482,TR00392
TXN000420,2025-03-20,P042,Hosur,ISSUE,580,MO01980
TXN000421,2025-04-02,P012,Chengalpattu,RECEIPT,653,PO00543
TXN000422,2026-03-23,P039,Chengalpattu,ISSUE,390,MO02720
TXN000423,2025-03-01,P043,Coimbatore,ISSUE,663,MO02515
TXN000424,2025-12-11,P025,Coimbatore,ISSUE,642,MO02430
TXN000425,2026-04-08,P005,Chennai,ISSUE,457,MO00983
TXN000426,2025-11-25,P001,Chennai,RECEIPT,156,PO00190
TXN000427,2026-02-04,P014,Coimbatore,RECEIPT,764,PO00609
TXN000428,2025-04-11,P004,Chengalpattu,ADJUSTMENT,23,ADJ00820
TXN000429,2026-02-26,P024,Chengalpattu,ISSUE,231,MO01509
TXN000430,2026-04-28,P008,Coimbatore,ISSUE,519,MO02203
TXN000431,2026-08-21,P027,Hosur,TRANSFER,645,TR00510
TXN000432,2026-02-09,P043,Hosur,RECEIPT,246,PO00742
TXN000433,2026-02-27,P004,Chennai,ISSUE,901,MO02113
TXN000434,2026-05-08,P001,Chennai,TRANSFER,213,TR00693
TXN000435,2025-06-13,P029,Chennai,ADJUSTMENT,87,ADJ00395
TXN000436,2025-07-02,P018,Chennai,TRANSFER,629,TR00794
TXN000437,2026-08-17,P009,Chengalpattu,TRANSFER,744,TR00227
TXN000438,2026-02-26,P022,Chennai,ISSUE,554,MO02069
TXN000439,2025-07-11,P021,Chennai,RECEIPT,17,PO01144
TXN000440,2026-07-26,P007,Chennai,ISSUE,560,MO02077
TXN000441,2025-08-20,P021,Hosur,TRANSFER,789,TR00284
TXN000442,2025-07-19,P033,Hosur,ISSUE,945,MO00079
TXN000443,2025-06-22,P041,Chengalpattu,ISSUE,467,MO02629
TXN000444,2025-04-11,P015,Chengalpattu,ISSUE,8,MO00845
TXN000445,2026-01-20,P042,Chennai,ISSUE,621,MO00408
TXN000446,2025-05-28,P038,Chengalpattu,RECEIPT,277,PO00232
TXN000447,2026-03-12,P029,Coimbatore,RECEIPT,399,PO01235
TXN000448,2026-03-18,P010,Chengalpattu,ISSUE,261,MO00773
TXN000449,2025-11-16,P032,Hosur,ISSUE,138,MO01574
TXN000450,2025-12-03,P004,Chengalpattu,ISSUE,223,MO00360
TXN000451,2026-07-15,P015,Chennai,ISSUE,804,MO02884
TXN000452,2026-01-13,P020,Chennai,ISSUE,119,MO00190
TXN000453,2026-05-03,P006,Hosur,RECEIPT,770,PO00374
TXN000454,2025-10-15,P024,Chennai,TRANSFER,288,TR00892
TXN000455,2025-09-30,P019,Coimbatore,RECEIPT,936,PO01426
TXN000456,2025-05-04,P003,Chennai,ISSUE,985,MO02838
TXN000457,2025-06-21,P035,Hosur,TRANSFER,288,TR00435
TXN000458,2025-05-02,P044,Chennai,ISSUE,544,MO01246
TXN000459,2025-08-21,P010,Coimbatore,TRANSFER,943,TR00530
TXN000460,2025-10-29,P025,Chennai,RECEIPT,360,PO00238
TXN000461,2025-07-22,P035,Coimbatore,ISSUE,256,MO00598
TXN000462,2026-04-11,P044,Coimbatore,RECEIPT,770,PO00541
TXN000463,2026-08-30,P002,Chengalpattu,TRANSFER,463,TR00407
TXN000464,2026-02-25,P034,Chengalpattu,ISSUE,701,MO01377
TXN000465,2025-01-19,P027,Coimbatore,RECEIPT,23,PO00413
TXN000466,2025-10-08,P012,Coimbatore,ISSUE,128,MO01135
TXN000467,2026-08-07,P044,Hosur,ISSUE,129,MO01900
TXN000468,2025-04-14,P041,Coimbatore,ADJUSTMENT,-37,ADJ00874
TXN000469,2026-02-09,P021,Coimbatore,RECEIPT,896,PO00302
TXN000470,2025-04-22,P001,Coimbatore,RECEIPT,13,PO01417
TXN000471,2026-08-25,P043,Chengalpattu,RECEIPT,314,PO00566
TXN000472,2026-02-22,P042,Chennai,RECEIPT,437,PO01401
TXN000473,2025-03-11,P015,Coimbatore,ISSUE,824,MO01125
TXN000474,2025-05-12,P029,Chengalpattu,ISSUE,20,MO01930
TXN000475,2026-04-14,P006,Hosur,ISSUE,822,MO02024
TXN000476,2025-07-07,P019,Chennai,RECEIPT,57,PO00941
TXN000477,2026-05-31,P017,Chennai,ISSUE,221,MO00526
TXN000478,2025-02-24,P013,Chengalpattu,RECEIPT,500,PO00900
TXN000479,2026-08-17,P019,Hosur,ISSUE,915,MO02207
TXN000480,2025-11-15,P039,Chengalpattu,RECEIPT,878,PO00211
TXN000481,2026-06-26,P013,Chengalpattu,RECEIPT,314,PO00998
TXN000482,2025-01-19,P007,Coimbatore,TRANSFER,432,TR00685
TXN000483,2026-04-26,P007,Coimbatore,ISSUE,146,MO00831
TXN000484,2025-10-30,P017,Chennai,ISSUE,971,MO01020
TXN000485,2025-07-17,P039,Chennai,RECEIPT,260,PO00660
TXN000486,2026-07-13,P003,Coimbatore,RECEIPT,78,PO00124
TXN000487,2026-02-04,P012,Coimbatore,ISSUE,837,MO01529
TXN000488,2025-09-11,P038,Chennai,ADJUSTMENT,97,ADJ00849
TXN000489,2026-03-02,P021,Chennai,ISSUE,547,MO00922
TXN000490,2025-02-18,P006,Chennai,TRANSFER,917,TR00074
TXN000491,2026-08-25,P042,Chennai,ISSUE,260,MO00638
TXN000492,2025-11-09,P029,Coimbatore,ISSUE,612,MO01862
TXN000493,2025-12-30,P030,Hosur,RECEIPT,188,PO01593
TXN000494,2026-07-02,P028,Chengalpattu,ISSUE,725,MO02974
TXN000495,2025-12-08,P012,Chengalpattu,RECEIPT,220,PO00903
TXN000496,2026-02-04,P039,Coimbatore,TRANSFER,182,TR00991
TXN000497,2026-07-10,P003,Chennai,ISSUE,841,MO01837
TXN000498,2025-09-07,P032,Chengalpattu,RECEIPT,875,PO01465
TXN000499,2026-06-03,P022,Chengalpattu,RECEIPT,70,PO00639
TXN000500,2025-07-22,P039,Hosur,ISSUE,148,MO01496
TXN000501,2026-03-02,P005,Chengalpattu,TRANSFER,666,TR00492
TXN000502,2025-06-14,P012,Chengalpattu,ISSUE,314,MO02069
TXN000503,2025-11-01,P042,Chennai,ISSUE,915,MO00371
TXN000504,2026-03-21,P020,Chennai,ISSUE,425,MO02209
TXN000505,2026-05-05,P031,Chennai,RECEIPT,327,PO00598
TXN000506,2026-07-27,P038,Chennai,ISSUE,573,MO02076
TXN000507,2026-08-21,P010,Coimbatore,RECEIPT,177,PO00529
TXN000508,2026-07-31,P012,Hosur,RECEIPT,842,PO00853
TXN000509,2025-02-26,P042,Hosur,ISSUE,66,MO02890
TXN000510,2025-03-27,P027,Chengalpattu,ISSUE,588,MO00344
TXN000511,2026-07-25,P028,Chengalpattu,RECEIPT,650,PO00611
TXN000512,2025-02-01,P044,Coimbatore,ISSUE,391,MO02325
TXN000513,2025-08-02,P030,Hosur,RECEIPT,655,PO00376
TXN000514,2026-08-27,P022,Chennai,ISSUE,782,MO02728
TXN000515,2026-03-23,P012,Chengalpattu,ISSUE,66,MO01784
TXN000516,2025-04-07,P023,Coimbatore,TRANSFER,554,TR00227
TXN000517,2026-08-24,P036,Coimbatore,ISSUE,379,MO01202
TXN000518,2026-05-19,P035,Coimbatore,ISSUE,268,MO00008
TXN000519,2025-06-13,P018,Chengalpattu,ISSUE,485,MO02615
TXN000520,2025-08-26,P042,Coimbatore,RECEIPT,104,PO01234
TXN000521,2026-01-21,P045,Chengalpattu,ISSUE,775,MO00848
TXN000522,2025-02-09,P004,Chennai,TRANSFER,486,TR00929
TXN000523,2026-06-04,P015,Chennai,RECEIPT,613,PO00928
TXN000524,2026-01-01,P016,Coimbatore,RECEIPT,758,PO01811
TXN000525,2025-01-16,P014,Chennai,TRANSFER,129,TR00575
TXN000526,2025-09-26,P043,Coimbatore,RECEIPT,162,PO01284
TXN000527,2026-07-25,P014,Hosur,ADJUSTMENT,27,ADJ00795
TXN000528,2025-07-15,P026,Chennai,RECEIPT,793,PO01940
TXN000529,2025-08-15,P032,Hosur,RECEIPT,701,PO01500
TXN000530,2026-03-10,P008,Chennai,TRANSFER,646,TR00211
TXN000531,2026-03-26,P029,Chengalpattu,ADJUSTMENT,7,ADJ00876
TXN000532,2025-05-11,P003,Chennai,RECEIPT,588,PO00476
TXN000533,2025-06-05,P041,Hosur,RECEIPT,760,PO01242
TXN000534,2026-06-30,P007,Chennai,RECEIPT,41,PO00307
TXN000535,2025-10-06,P029,Hosur,ISSUE,176,MO00896
TXN000536,2025-10-16,P039,Chennai,TRANSFER,724,TR00893
TXN000537,2025-09-05,P044,Hosur,RECEIPT,156,PO01071
TXN000538,2025-05-04,P002,Hosur,TRANSFER,1,TR00968
TXN000539,2026-08-02,P034,Coimbatore,RECEIPT,516,PO00442
TXN000540,2025-07-10,P013,Coimbatore,RECEIPT,533,PO00227
TXN000541,2026-04-05,P017,Chennai,ISSUE,401,MO00551
TXN000542,2025-07-26,P021,Coimbatore,RECEIPT,210,PO01139
TXN000543,2026-02-11,P032,Hosur,ISSUE,443,MO01378
TXN000544,2026-05-16,P016,Hosur,ISSUE,840,MO02750
TXN000545,2026-05-22,P042,Coimbatore,ADJUSTMENT,12,ADJ00281
TXN000546,2025-03-24,P015,Chengalpattu,RECEIPT,622,PO00947
TXN000547,2025-10-11,P023,Hosur,ISSUE,980,MO02221
TXN000548,2026-01-10,P015,Hosur,ISSUE,633,MO01532
TXN000549,2025-04-30,P019,Coimbatore,ISSUE,934,MO01461
TXN000550,2025-10-13,P041,Chengalpattu,RECEIPT,265,PO00320
TXN000551,2025-07-22,P022,Chengalpattu,RECEIPT,821,PO01763
TXN000552,2025-02-10,P020,Coimbatore,ISSUE,708,MO00068
TXN000553,2026-08-21,P001,Chengalpattu,TRANSFER,937,TR00632
TXN000554,2026-04-22,P019,Coimbatore,RECEIPT,62,PO00881
TXN000555,2026-07-30,P023,Hosur,ISSUE,494,MO01586
TXN000556,2025-10-31,P015,Coimbatore,ISSUE,276,MO01987
TXN000557,2025-07-20,P044,Chennai,ISSUE,445,MO01929
TXN000558,2026-04-25,P003,Coimbatore,TRANSFER,65,TR00008
TXN000559,2025-11-28,P020,Coimbatore,ISSUE,438,MO02222
TXN000560,2025-01-26,P009,Coimbatore,ISSUE,820,MO02653
TXN000561,2026-07-04,P004,Chengalpattu,TRANSFER,788,TR00505
TXN000562,2025-12-14,P024,Chengalpattu,ISSUE,540,MO00772
TXN000563,2026-05-07,P036,Chennai,ADJUSTMENT,61,ADJ00347
TXN000564,2025-03-28,P043,Chennai,ISSUE,934,MO02262
TXN000565,2025-10-10,P045,Chennai,ISSUE,648,MO01491
TXN000566,2025-04-03,P002,Hosur,ADJUSTMENT,-2,ADJ00424
TXN000567,2025-02-18,P042,Coimbatore,ISSUE,302,MO00881
TXN000568,2026-08-25,P043,Chengalpattu,RECEIPT,807,PO00341
TXN000569,2025-12-29,P001,Chennai,RECEIPT,822,PO00382
TXN000570,2026-07-07,P039,Chengalpattu,RECEIPT,529,PO00856
TXN000571,2025-07-02,P034,Coimbatore,TRANSFER,41,TR00551
TXN000572,2025-11-29,P016,Chengalpattu,ISSUE,127,MO00001
TXN000573,2026-08-07,P016,Chengalpattu,ISSUE,456,MO02037
TXN000574,2025-10-28,P032,Chengalpattu,ISSUE,602,MO02151
TXN000575,2025-06-02,P021,Hosur,ISSUE,859,MO00174
TXN000576,2025-11-20,P002,Hosur,RECEIPT,990,PO01697
TXN000577,2026-02-16,P036,Chengalpattu,ISSUE,936,MO01108
TXN000578,2025-02-10,P010,Chennai,ISSUE,935,MO01794
TXN000579,2026-03-26,P003,Chennai,ISSUE,819,MO01867
TXN000580,2026-07-17,P045,Hosur,ISSUE,118,MO02761
TXN000581,2025-03-25,P003,Coimbatore,TRANSFER,454,TR00667
TXN000582,2026-01-22,P016,Hosur,ISSUE,912,MO02344
TXN000583,2025-09-25,P004,Chennai,ISSUE,419,MO02283
TXN000584,2025-12-23,P039,Coimbatore,ISSUE,213,MO00574
TXN000585,2025-10-06,P038,Coimbatore,RECEIPT,408,PO01529
TXN000586,2025-04-17,P011,Chengalpattu,ISSUE,658,MO02468
TXN000587,2025-01-30,P009,Chennai,RECEIPT,188,PO01388
TXN000588,2025-06-05,P022,Chengalpattu,TRANSFER,172,TR00847
TXN000589,2025-03-16,P020,Coimbatore,RECEIPT,560,PO00672
TXN000590,2026-01-15,P008,Coimbatore,ISSUE,929,MO01944
TXN000591,2025-01-07,P025,Hosur,RECEIPT,196,PO00421
TXN000592,2025-05-28,P010,Chennai,RECEIPT,787,PO01693
TXN000593,2026-02-23,P018,Chengalpattu,ISSUE,427,MO01503
TXN000594,2026-07-30,P001,Hosur,ISSUE,325,MO01416
TXN000595,2025-07-23,P043,Chengalpattu,RECEIPT,486,PO00833
TXN000596,2026-03-10,P041,Chengalpattu,RECEIPT,837,PO00926
TXN000597,2025-03-16,P010,Chengalpattu,ISSUE,557,MO01179
TXN000598,2025-08-22,P017,Hosur,TRANSFER,563,TR00818
TXN000599,2025-09-02,P027,Coimbatore,RECEIPT,542,PO01962
TXN000600,2025-06-19,P018,Hosur,RECEIPT,124,PO01893
TXN000601,2025-07-20,P035,Coimbatore,ISSUE,369,MO00797
TXN000602,2026-05-15,P005,Coimbatore,ADJUSTMENT,8,ADJ00736
TXN000603,2025-06-14,P027,Hosur,ISSUE,489,MO02353
TXN000604,2026-01-14,P033,Hosur,RECEIPT,343,PO00947
TXN000605,2025-04-19,P017,Hosur,TRANSFER,563,TR00762
TXN000606,2026-06-17,P004,Chennai,RECEIPT,300,PO00139
TXN000607,2026-08-27,P021,Chengalpattu,RECEIPT,959,PO01304
TXN000608,2025-05-19,P031,Coimbatore,RECEIPT,996,PO00435
TXN000609,2025-04-14,P022,Chennai,ISSUE,214,MO01785
TXN000610,2026-06-04,P045,Hosur,ISSUE,284,MO02565
TXN000611,2025-03-05,P030,Chennai,ISSUE,91,MO01141
TXN000612,2025-05-20,P042,Hosur,ISSUE,246,MO02443
TXN000613,2025-07-03,P012,Chengalpattu,RECEIPT,20,PO01961
TXN000614,2026-06-13,P020,Hosur,TRANSFER,883,TR00147
TXN000615,2026-08-05,P008,Chengalpattu,RECEIPT,695,PO01786
TXN000616,2025-08-04,P041,Hosur,ISSUE,407,MO00399
TXN000617,2026-05-14,P045,Coimbatore,TRANSFER,754,TR00465
TXN000618,2025-03-23,P001,Chennai,ADJUSTMENT,78,ADJ00687
TXN000619,2025-12-31,P038,Coimbatore,ISSUE,163,MO02559
TXN000620,2025-12-03,P009,Chengalpattu,TRANSFER,881,TR00737
TXN000621,2025-11-19,P007,Chengalpattu,RECEIPT,443,PO00837
TXN000622,2025-10-14,P033,Coimbatore,ISSUE,720,MO01138
TXN000623,2026-07-20,P033,Hosur,ISSUE,906,MO01834
TXN000624,2025-07-23,P008,Hosur,ISSUE,194,MO00696
TXN000625,2025-06-12,P031,Chennai,ISSUE,19,MO02312
TXN000626,2026-06-26,P044,Chennai,RECEIPT,647,PO00579
TXN000627,2025-01-01,P012,Chengalpattu,TRANSFER,911,TR00549
TXN000628,2025-07-07,P045,Chengalpattu,TRANSFER,128,TR00201
TXN000629,2025-07-13,P035,Chennai,TRANSFER,703,TR00104
TXN000630,2026-01-19,P014,Chennai,ISSUE,260,MO00414
TXN000631,2026-08-07,P028,Hosur,RECEIPT,771,PO00910
TXN000632,2025-10-17,P020,Chennai,TRANSFER,45,TR00573
TXN000633,2025-03-07,P024,Coimbatore,TRANSFER,936,TR00657
TXN000634,2025-12-24,P037,Hosur,ISSUE,188,MO02370
TXN000635,2025-04-21,P034,Hosur,ISSUE,927,MO02556
TXN000636,2025-08-03,P032,Coimbatore,ISSUE,974,MO00632
TXN000637,2025-08-19,P028,Coimbatore,TRANSFER,565,TR00807
TXN000638,2026-03-13,P034,Chennai,ISSUE,781,MO01557
TXN000639,2025-10-08,P023,Chennai,ISSUE,726,MO02079
TXN000640,2026-03-22,P030,Coimbatore,ISSUE,74,MO01480
TXN000641,2025-01-14,P027,Chengalpattu,ISSUE,178,MO02460
TXN000642,2025-01-22,P021,Chengalpattu,RECEIPT,30,PO00703
TXN000643,2026-04-11,P002,Chennai,TRANSFER,12,TR00631
TXN000644,2025-12-20,P029,Hosur,TRANSFER,639,TR00075
TXN000645,2026-03-17,P034,Chengalpattu,ISSUE,991,MO01265
TXN000646,2025-04-06,P010,Chennai,RECEIPT,726,PO00294
TXN000647,2026-01-25,P041,Coimbatore,ISSUE,325,MO02988
TXN000648,2026-07-31,P032,Chengalpattu,RECEIPT,619,PO01683
TXN000649,2026-03-28,P026,Coimbatore,TRANSFER,612,TR00850
TXN000650,2025-06-26,P028,Coimbatore,ISSUE,198,MO02672
TXN000651,2026-02-05,P013,Chengalpattu,ISSUE,698,MO00471
TXN000652,2025-06-24,P012,Chennai,ISSUE,23,MO00235
TXN000653,2026-06-07,P001,Chennai,ADJUSTMENT,95,ADJ00431
TXN000654,2025-10-20,P004,Hosur,RECEIPT,810,PO00913
TXN000655,2026-06-24,P042,Hosur,ADJUSTMENT,-2,ADJ00303
TXN000656,2025-08-15,P016,Hosur,ISSUE,236,MO00873
TXN000657,2025-07-29,P034,Coimbatore,ISSUE,741,MO00397
TXN000658,2025-11-25,P018,Coimbatore,ISSUE,166,MO01483
TXN000659,2025-04-10,P044,Chengalpattu,ISSUE,621,MO01879
TXN000660,2025-09-20,P031,Chennai,RECEIPT,804,PO00274
TXN000661,2025-05-29,P027,Chengalpattu,ADJUSTMENT,-47,ADJ00438
TXN000662,2025-08-23,P001,Chengalpattu,RECEIPT,227,PO01549
TXN000663,2026-07-19,P019,Chennai,RECEIPT,44,PO01839
TXN000664,2025-04-12,P023,Hosur,RECEIPT,792,PO01794
TXN000665,2025-05-18,P042,Chennai,RECEIPT,675,PO01945
TXN000666,2025-07-01,P023,Coimbatore,RECEIPT,884,PO01560
TXN000667,2026-01-13,P014,Coimbatore,TRANSFER,188,TR00858
TXN000668,2025-06-05,P023,Chennai,RECEIPT,784,PO01711
TXN000669,2026-05-17,P020,Chengalpattu,RECEIPT,693,PO01706
TXN000670,2026-02-25,P012,Coimbatore,TRANSFER,134,TR00391
TXN000671,2025-02-02,P044,Chengalpattu,RECEIPT,55,PO01978
TXN000672,2025-01-12,P030,Chengalpattu,ISSUE,528,MO00720
TXN000673,2025-08-16,P004,Chengalpattu,ISSUE,623,MO00307
TXN000674,2025-08-13,P003,Chengalpattu,TRANSFER,983,TR00729
TXN000675,2025-02-28,P007,Chengalpattu,RECEIPT,644,PO00616
TXN000676,2025-08-14,P043,Chennai,RECEIPT,412,PO01229
TXN000677,2025-08-06,P010,Chengalpattu,ISSUE,516,MO01626
TXN000678,2026-08-31,P024,Chennai,RECEIPT,980,PO00434
TXN000679,2025-10-05,P043,Coimbatore,ISSUE,233,MO01553
TXN000680,2025-12-28,P015,Hosur,RECEIPT,441,PO00026
TXN000681,2025-12-05,P025,Hosur,RECEIPT,267,PO00461
TXN000682,2026-02-16,P041,Chengalpattu,ISSUE,971,MO00491
TXN000683,2025-04-12,P015,Chennai,TRANSFER,216,TR00438
TXN000684,2026-05-04,P033,Chennai,TRANSFER,686,TR00242
TXN000685,2026-08-19,P027,Chennai,TRANSFER,820,TR00361
TXN000686,2026-02-26,P010,Chengalpattu,RECEIPT,923,PO01762
TXN000687,2025-10-04,P019,Chengalpattu,ISSUE,558,MO02501
TXN000688,2026-03-22,P029,Hosur,TRANSFER,210,TR00590
TXN000689,2025-01-03,P037,Hosur,ISSUE,990,MO01542
TXN000690,2025-08-23,P033,Chengalpattu,RECEIPT,620,PO01185
TXN000691,2025-02-19,P023,Chengalpattu,ADJUSTMENT,-6,ADJ00668
TXN000692,2026-08-03,P014,Hosur,RECEIPT,867,PO01276
TXN000693,2025-03-31,P016,Chengalpattu,ISSUE,446,MO01356
TXN000694,2025-01-19,P016,Chennai,ISSUE,983,MO02359
TXN000695,2026-01-25,P002,Hosur,RECEIPT,260,PO00620
TXN000696,2025-12-20,P010,Chennai,TRANSFER,273,TR00619
TXN000697,2025-09-04,P039,Chennai,ADJUSTMENT,40,ADJ00362
TXN000698,2026-05-10,P013,Hosur,ISSUE,606,MO02881
TXN000699,2026-08-19,P004,Coimbatore,ISSUE,600,MO02802
TXN000700,2025-05-17,P011,Chennai,ISSUE,421,MO02122
TXN000701,2025-09-12,P034,Chengalpattu,TRANSFER,171,TR00981
TXN000702,2025-11-18,P014,Hosur,RECEIPT,567,PO00456
TXN000703,2025-06-04,P037,Coimbatore,RECEIPT,889,PO00349
TXN000704,2025-01-10,P044,Chengalpattu,ISSUE,740,MO01462
TXN000705,2026-05-14,P020,Coimbatore,TRANSFER,129,TR00672
TXN000706,2026-02-08,P002,Chennai,ISSUE,629,MO01630
TXN000707,2026-08-26,P042,Coimbatore,ADJUSTMENT,-84,ADJ00274
TXN000708,2025-04-01,P027,Chengalpattu,ISSUE,82,MO02372
TXN000709,2025-06-03,P043,Hosur,TRANSFER,877,TR00404
TXN000710,2025-02-10,P024,Hosur,TRANSFER,105,TR00901
TXN000711,2025-12-20,P026,Chennai,RECEIPT,749,PO01961
TXN000712,2025-04-09,P040,Chengalpattu,ISSUE,588,MO02330
TXN000713,2025-07-18,P042,Coimbatore,RECEIPT,303,PO00327
TXN000714,2026-04-07,P045,Chengalpattu,ISSUE,132,MO02839
TXN000715,2025-04-19,P019,Chengalpattu,ISSUE,221,MO02601
TXN000716,2026-07-12,P019,Coimbatore,ISSUE,924,MO00475
TXN000717,2026-02-25,P044,Hosur,TRANSFER,897,TR00707
TXN000718,2025-07-08,P006,Chengalpattu,TRANSFER,164,TR00994
TXN000719,2025-01-04,P034,Chengalpattu,ISSUE,835,MO00290
TXN000720,2025-09-05,P014,Chennai,ISSUE,628,MO00279
TXN000721,2025-06-30,P008,Chennai,ISSUE,830,MO00681
TXN000722,2026-07-20,P007,Chennai,ISSUE,326,MO01381
TXN000723,2025-03-26,P024,Hosur,RECEIPT,317,PO00212
TXN000724,2025-02-07,P006,Chengalpattu,RECEIPT,511,PO00420
TXN000725,2025-12-09,P008,Chennai,TRANSFER,826,TR00306
TXN000726,2025-04-22,P030,Hosur,TRANSFER,411,TR00947
TXN000727,2026-01-14,P036,Chennai,ISSUE,47,MO01910
TXN000728,2025-11-06,P014,Chengalpattu,ISSUE,661,MO01992
TXN000729,2025-07-21,P034,Chengalpattu,RECEIPT,32,PO00443
TXN000730,2026-04-25,P006,Coimbatore,ISSUE,10,MO02774
TXN000731,2026-03-12,P024,Chennai,ISSUE,111,MO00153
TXN000732,2025-07-10,P007,Chennai,ISSUE,729,MO02611
TXN000733,2025-03-29,P039,Chennai,TRANSFER,194,TR00104
TXN000734,2025-07-17,P035,Chengalpattu,RECEIPT,1,PO01007
TXN000735,2025-11-09,P019,Hosur,ISSUE,593,MO00763
TXN000736,2026-08-05,P041,Chennai,RECEIPT,262,PO01364
TXN000737,2026-07-29,P034,Chennai,TRANSFER,561,TR00076
TXN000738,2025-07-11,P018,Coimbatore,ISSUE,65,MO01498
TXN000739,2025-05-08,P043,Chengalpattu,ISSUE,452,MO01938
TXN000740,2026-02-23,P028,Coimbatore,ISSUE,488,MO00078
TXN000741,2025-11-11,P023,Chennai,ADJUSTMENT,-18,ADJ00902
TXN000742,2025-12-05,P011,Chennai,ADJUSTMENT,96,ADJ00283
TXN000743,2025-08-28,P020,Hosur,RECEIPT,832,PO01982
TXN000744,2026-07-09,P035,Coimbatore,ISSUE,458,MO00452
TXN000745,2025-01-22,P043,Coimbatore,RECEIPT,883,PO00313
TXN000746,2026-01-10,P043,Chengalpattu,RECEIPT,451,PO01650
TXN000747,2025-07-29,P017,Coimbatore,TRANSFER,500,TR00464
TXN000748,2025-01-12,P032,Chengalpattu,RECEIPT,126,PO01589
TXN000749,2026-02-05,P011,Chennai,ISSUE,902,MO00517
TXN000750,2025-04-28,P015,Chengalpattu,ISSUE,888,MO01342
TXN000751,2025-07-16,P020,Chengalpattu,RECEIPT,891,PO01474
TXN000752,2025-10-16,P019,Coimbatore,ISSUE,141,MO01108
TXN000753,2026-06-10,P037,Coimbatore,ISSUE,215,MO00128
TXN000754,2025-01-29,P043,Chennai,RECEIPT,792,PO00338
TXN000755,2026-01-27,P041,Hosur,TRANSFER,218,TR00574
TXN000756,2026-06-02,P021,Hosur,RECEIPT,570,PO01349
TXN000757,2025-03-23,P036,Hosur,ISSUE,474,MO01492
TXN000758,2025-07-23,P041,Chennai,RECEIPT,583,PO01019
TXN000759,2025-07-27,P045,Hosur,ISSUE,514,MO01660
TXN000760,2025-06-03,P045,Hosur,ISSUE,939,MO00219
TXN000761,2026-07-07,P010,Coimbatore,ADJUSTMENT,47,ADJ00108
TXN000762,2026-02-18,P021,Chengalpattu,RECEIPT,309,PO00802
TXN000763,2025-10-10,P003,Coimbatore,ISSUE,778,MO00073
TXN000764,2026-03-19,P014,Chengalpattu,ISSUE,100,MO01083
TXN000765,2025-03-06,P040,Hosur,TRANSFER,595,TR00154
TXN000766,2025-11-11,P002,Hosur,ISSUE,662,MO02995
TXN000767,2026-02-18,P010,Chennai,RECEIPT,25,PO00284
TXN000768,2025-01-07,P028,Chennai,ISSUE,817,MO00083
TXN000769,2025-08-25,P019,Hosur,ISSUE,46,MO00618
